
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005000                       # Number of seconds simulated (Second)
system.realview.watchdog.power_state.pwrStateResidencyTicks::UNDEFINED   5000000000                       # Cumulative time (in ticks) in various power states (Tick)
system.thermal_model.power_state.pwrStateResidencyTicks::UNDEFINED   5000000000                       # Cumulative time (in ticks) in various power states (Tick)
system.voltage_domain.voltage                       1                       # Voltage in Volts (Volt)
system.workload.inst.arm                            0                       # number of arm instructions executed (Count)
system.workload.inst.quiesce                       76                       # number of quiesce instructions executed (Count)
system.littleCluster.cpus.idleCycles          2995545                       # Total number of cycles that the object has spent stopped (Unspecified)
system.littleCluster.cpus.tickCycles          4702185                       # Number of cycles that the object actually ticked (Unspecified)

---------- End Simulation Statistics   ----------

---------- Begin Simulation Statistics ----------
simSeconds                                   0.005000                       # Number of seconds simulated (Second)
simTicks                                   5000000000                       # Number of ticks simulated (Tick)
finalTick                                438087529500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     26.18                       # Real time elapsed on the host (Second)
hostTickRate                                190958577                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    3242772                       # Number of bytes of host memory used (Byte)
simInsts                                      7185278                       # Number of instructions simulated (Count)
simOps                                        8445660                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   274417                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     322553                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bigCluster.clk_domain.clock                303                       # Clock period in ticks (Tick)
system.bigCluster.cpus.numCycles              7463315                       # Number of cpu cycles simulated (Cycle)
system.bigCluster.cpus.cpi                   1.687264                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.bigCluster.cpus.ipc                   0.592676                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.bigCluster.cpus.numWorkItemsStarted            0                       # Number of work items this cpu started (Count)
system.bigCluster.cpus.numWorkItemsCompleted            0                       # Number of work items this cpu completed (Count)
system.bigCluster.cpus.instsAdded             5699712                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.bigCluster.cpus.nonSpecInstsAdded        39207                       # Number of non-speculative instructions added to the IQ (Count)
system.bigCluster.cpus.instsIssued            5540173                       # Number of instructions issued (Count)
system.bigCluster.cpus.squashedInstsIssued        32401                       # Number of squashed instructions issued (Count)
system.bigCluster.cpus.squashedInstsExamined       660366                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.bigCluster.cpus.squashedOperandsExamined       434105                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.bigCluster.cpus.squashedNonSpecRemoved         3111                       # Number of squashed non-spec instructions that were removed (Count)
system.bigCluster.cpus.numIssuedDist::samples      6888749                       # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::mean     0.804235                       # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::stdev     1.101636                       # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::underflows            0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::0       4094676     59.44%     59.44% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::1        855191     12.41%     71.85% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::2       1214899     17.64%     89.49% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::3        642004      9.32%     98.81% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::4         80723      1.17%     99.98% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::5          1256      0.02%    100.00% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::6             0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::7             0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::8             0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::overflows            0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::min_value            0                       # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::max_value            5                       # Number of insts issued each cycle (Count)
system.bigCluster.cpus.numIssuedDist::total      6888749                       # Number of insts issued each cycle (Count)
system.bigCluster.cpus.statFuBusy::No_OpClass            0      0.00%      0.00% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::IntAlu       690384     51.23%     51.23% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::IntMult         1430      0.11%     51.33% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::IntDiv         1410      0.10%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatAdd            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatCmp            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatCvt            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatMult            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatMultAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatDiv            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatMisc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatSqrt            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdAdd            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdAddAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdAlu           31      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdCmp            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdCvt            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdMisc           39      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdMult            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdMultAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdMatMultAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdShift            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdShiftAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdDiv            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSqrt            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatAdd            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatAlu            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatCmp            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatCvt            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatDiv            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatMisc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatMult            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatMultAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatMatMultAcc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatSqrt            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdReduceAdd            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdReduceAlu            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdReduceCmp            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatReduceAdd            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatReduceCmp            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdAes            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdAesMix            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSha1Hash            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSha1Hash2            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSha256Hash            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSha256Hash2            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdShaSigma2            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdShaSigma3            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSha3            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdSm4e            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdCrc            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdPredAlu            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdDotProd            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::Matrix            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::MatrixMov            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::MatrixOP            0      0.00%     51.44% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::MemRead       325946     24.19%     75.63% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::MemWrite       327819     24.32%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatMemRead            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::FloatMemWrite            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::InstPrefetch            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideMaskLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideMaskStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdStridedLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdStridedStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdIndexedLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdIndexedStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdWholeRegisterLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdWholeRegisterStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideSegmentedLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideSegmentedStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdStrideSegmentedLoad            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdStrideSegmentedStore            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdExt            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdFloatExt            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdConfig            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16Add            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16Cmp            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16Cvt            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16DotProd            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16MatMultAcc            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16Mult            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::SimdBf16MultAcc            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::Bf16Cvt            0      0.00%     99.95% # attempts to use FU when none available (Count)
system.bigCluster.cpus.statFuBusy::System          631      0.05%    100.00% # attempts to use FU when none available (Count)
system.bigCluster.cpus.issuedInstType_0::No_OpClass         3848      0.07%      0.07% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::IntAlu      3734858     67.41%     67.48% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::IntMult        10174      0.18%     67.67% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::IntDiv          693      0.01%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatAdd            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatCmp            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatCvt            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatMult            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatMultAcc            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatDiv            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatMisc            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatSqrt            0      0.00%     67.68% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdAdd         2603      0.05%     67.73% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdAddAcc            0      0.00%     67.73% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdAlu         4416      0.08%     67.81% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdCmp         3316      0.06%     67.87% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdCvt            0      0.00%     67.87% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdMisc         2839      0.05%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdMult            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdMultAcc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdMatMultAcc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdShift            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdShiftAcc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdDiv            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSqrt            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatAdd            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatAlu            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatCmp            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatCvt            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatDiv            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatMisc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatMult            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatMultAcc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatMatMultAcc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatSqrt            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdReduceAdd            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdReduceAlu            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdReduceCmp            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatReduceAdd            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatReduceCmp            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdAes            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdAesMix            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSha1Hash            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSha1Hash2            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSha256Hash            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSha256Hash2            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdShaSigma2            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdShaSigma3            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSha3            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdSm4e            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdCrc            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdPredAlu            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdDotProd            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::Matrix            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::MatrixMov            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::MatrixOP            0      0.00%     67.92% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::MemRead      1000373     18.06%     85.97% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::MemWrite       694085     12.53%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatMemRead            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::FloatMemWrite            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::InstPrefetch            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideMaskLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideMaskStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdStridedLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdStridedStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdIndexedLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdIndexedStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdWholeRegisterLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdWholeRegisterStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideSegmentedLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdStrideSegmentedLoad            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdStrideSegmentedStore            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdExt            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdFloatExt            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdConfig            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16Add            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16Cmp            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16Cvt            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16DotProd            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16MatMultAcc            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16Mult            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::SimdBf16MultAcc            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::Bf16Cvt            0      0.00%     98.50% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::System        82968      1.50%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issuedInstType_0::total      5540173                       # Number of instructions issued per FU type, per thread (Count)
system.bigCluster.cpus.issueRate             0.742321                       # Inst issue rate ((Count/Cycle))
system.bigCluster.cpus.fuBusy                 1347690                       # FU busy when requested (Count)
system.bigCluster.cpus.fuBusyRate            0.243258                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.bigCluster.cpus.intInstQueueReads     19306956                       # Number of integer instruction queue reads (Count)
system.bigCluster.cpus.intInstQueueWrites      6382073                       # Number of integer instruction queue writes (Count)
system.bigCluster.cpus.intInstQueueWakeupAccesses      5396369                       # Number of integer instruction queue wakeup accesses (Count)
system.bigCluster.cpus.fpInstQueueReads             0                       # Number of floating instruction queue reads (Count)
system.bigCluster.cpus.fpInstQueueWrites            0                       # Number of floating instruction queue writes (Count)
system.bigCluster.cpus.fpInstQueueWakeupAccesses            0                       # Number of floating instruction queue wakeup accesses (Count)
system.bigCluster.cpus.vecInstQueueReads        42230                       # Number of vector instruction queue reads (Count)
system.bigCluster.cpus.vecInstQueueWrites        21346                       # Number of vector instruction queue writes (Count)
system.bigCluster.cpus.vecInstQueueWakeupAccesses        19391                       # Number of vector instruction queue wakeup accesses (Count)
system.bigCluster.cpus.intAluAccesses         6862618                       # Number of integer alu accesses (Count)
system.bigCluster.cpus.fpAluAccesses                0                       # Number of floating point alu accesses (Count)
system.bigCluster.cpus.vecAluAccesses           21397                       # Number of vector alu accesses (Count)
system.bigCluster.cpus.numRecvResp            1599663                       # Number of received responses (Count)
system.bigCluster.cpus.numRecvRespBytes      13553250                       # Number of received response bytes (Byte)
system.bigCluster.cpus.recvRespAvgBW             1.82                       # Average bandwidth of received responses ((Byte/Cycle))
system.bigCluster.cpus.recvRespAvgSize           8.47                       # Average packet size per received response ((Byte/Count))
system.bigCluster.cpus.recvRespAvgRate           0.21                       # Average rate of received responses per cycle ((Count/Cycle))
system.bigCluster.cpus.recvRespAvgRetryRate         0.00                       # Average retry rate per received response ((Count/Count))
system.bigCluster.cpus.numSendRetryResp             0                       # Number of retry responses sent (Count)
system.bigCluster.cpus.numSquashedInsts         76112                       # Number of squashed instructions skipped in execute (Count)
system.bigCluster.cpus.numSwp                       0                       # Number of swp insts executed (Count)
